iter	Logloss
495	0.2392732634
496	0.2391558553
497	0.2389906037
498	0.2387398446
499	0.2384618358
500	0.2382958658
501	0.2381561446
502	0.2379534786
503	0.2376705407
504	0.2375381173
505	0.2373659584
506	0.2371168981
507	0.2369146626
508	0.2367926186
509	0.2366190241
510	0.2364325009
511	0.2363195878
512	0.2361922381
513	0.2359663647
514	0.2356714808
515	0.2355556318
516	0.2353484959
517	0.2351717837
518	0.2349104508
519	0.2346492804
520	0.2344628254
521	0.2342508781
522	0.2340339245
523	0.233815714
524	0.2335752574
525	0.2334121482
526	0.2332555297
527	0.2326785714
528	0.2325175962
529	0.2324029546
530	0.2320737013
531	0.2318744444
532	0.2315636939
533	0.2312529055
534	0.2311798301
535	0.2310061362
536	0.2308704547
537	0.2306221831
538	0.2304145942
539	0.2302602799
540	0.230063804
541	0.2296859931
542	0.2295160313
543	0.2293747947
544	0.2291748111
545	0.2289425749
546	0.2287917345
547	0.2285546521
548	0.2283252828
549	0.2279913597
550	0.2278789257
551	0.2274791175
552	0.2273730148
553	0.227146591
554	0.2270460262
555	0.2269023607
556	0.2267221246
557	0.2265450246
558	0.2261716929
559	0.2259539257
560	0.2256593404
561	0.2255170139
562	0.2253360546
563	0.2252040514
564	0.2248836193
565	0.2248067481
566	0.224679753
567	0.224473008
568	0.2243605444
569	0.2241560037
570	0.2238205128
571	0.2236761628
572	0.2235021505
573	0.2233911209
574	0.2232431239
575	0.223163988
576	0.2229920256
577	0.2228387087
578	0.2227768917
579	0.2226645603
580	0.2225252178
581	0.2223694549
582	0.2221122091
583	0.2219999183
584	0.2218471456
585	0.2216657177
586	0.221588432
587	0.2214663696
588	0.2213935581
589	0.2212710267
590	0.2210959438
591	0.2210244192
592	0.2208695115
593	0.2207634215
594	0.2206115182
595	0.2203668562
596	0.2202722525
597	0.2199549917
598	0.2198373325
599	0.2196461399
600	0.2195635222
601	0.2193980484
602	0.2191441196
603	0.2189904522
604	0.2188077136
605	0.2186427998
606	0.2184549207
607	0.2182032622
608	0.2181313374
609	0.2179015172
610	0.217840357
611	0.2176536763
612	0.2175533802
613	0.2174264685
614	0.2172963754
615	0.2170566918
616	0.2169436928
617	0.2167796859
618	0.2166073849
619	0.2164984518
620	0.2164052633
621	0.2162371283
622	0.216028899
623	0.2158517982
624	0.2156964519
625	0.2155416035
626	0.2153904393
627	0.2151935421
628	0.2150375027
629	0.2149473543
630	0.2147299121
631	0.2146149414
632	0.2145338092
633	0.2143840519
634	0.2143175486
635	0.2142026999
636	0.2140794301
637	0.2139068299
638	0.2136357124
639	0.2134641519
640	0.213244279
641	0.2131234553
642	0.2130639076
643	0.2128223589
644	0.2126653978
645	0.2125623806
646	0.2123759136
647	0.212060608
648	0.2119032227
649	0.2117394003
650	0.2115978285
651	0.2114893985
652	0.2114261605
653	0.2112547867
654	0.2110746325
655	0.2109203832
656	0.2108114378
657	0.2106932674
658	0.2105191204
659	0.2104223886
660	0.2103004239
661	0.2101399768
662	0.2099129609
663	0.2097180168
664	0.2094715272
665	0.2093705203
666	0.2091069146
667	0.2089248232
668	0.2088376334
669	0.2086599135
670	0.2084703131
671	0.2084059417
672	0.2083406121
673	0.208186024
674	0.2080996104
675	0.2080258284
676	0.2078795428
677	0.2078049421
678	0.2076825091
679	0.2075432791
680	0.2074521701
681	0.2073947656
682	0.2072631554
683	0.2070769297
684	0.2069233353
685	0.2067818138
686	0.2067121912
687	0.2065620797
688	0.2064240535
689	0.2063409229
690	0.2061009125
691	0.2059525918
692	0.205910224
693	0.2058382087
694	0.2056656009
695	0.2054798576
696	0.2052751324
697	0.2051192732
698	0.204925189
699	0.2047512245
700	0.2046550949
701	0.2044882804
702	0.2043924332
703	0.2043261705
704	0.2041862756
705	0.2040378452
706	0.2038513584
707	0.2037370393
708	0.2036003935
709	0.2034777983
710	0.2032216203
711	0.2030507122
712	0.2028116281
713	0.2025642962
714	0.2024953622
715	0.2023254701
716	0.2022238388
717	0.2021336951
718	0.202003724
719	0.2018671433
720	0.2017002468
721	0.2015681137
722	0.2014881094
723	0.2013576996
724	0.2012827677
725	0.201181674
726	0.2009624727
727	0.2006360794
728	0.200471189
729	0.2003642378
730	0.2002358947
731	0.2001821773
732	0.200031909
733	0.1999013489
734	0.1997193066
735	0.1995655947
736	0.199499597
737	0.1993656472
738	0.1991955405
739	0.1990158397
740	0.1988662515
741	0.1988313951
742	0.1986431048
743	0.1985031823
744	0.1983323137
745	0.1981895316
746	0.1980401964
747	0.197789094
748	0.197671126
749	0.1975408814
750	0.1974413459
751	0.1973828426
752	0.1971986768
753	0.1970910416
754	0.1969517645
755	0.1968341666
756	0.1967458389
757	0.1966696924
758	0.1965623644
759	0.1964117752
760	0.1963685111
761	0.1961922459
762	0.1960236931
763	0.1959108482
764	0.1957203985
765	0.1956502509
766	0.1955043303
767	0.1954040976
768	0.1952426459
769	0.1951030443
770	0.1950101398
771	0.1948762948
772	0.1947508794
773	0.1945633455
774	0.1944782014
775	0.194366938
776	0.1942830317
777	0.1941716647
778	0.1940587849
779	0.193906012
780	0.1938769697
781	0.1937574035
782	0.1935581309
783	0.1934737135
784	0.1933436457
785	0.1932855698
786	0.193214087
787	0.1931641395
788	0.1929733955
789	0.1927949126
790	0.1927377927
791	0.192598807
792	0.1924416862
793	0.1923726687
794	0.1923047115
795	0.1921830752
796	0.1921315851
797	0.1919669776
798	0.1918655351
799	0.1917351305
800	0.1916321537
801	0.1915018094
802	0.1914377409
803	0.1913959266
804	0.1913174476
805	0.1912029699
806	0.191113639
807	0.1909097653
808	0.1908772612
809	0.1907085036
810	0.1905686182
811	0.1905128452
812	0.1903643268
813	0.1902518361
814	0.1901156399
815	0.1900125205
816	0.189909928
817	0.1897415792
818	0.1895394599
819	0.1894396525
820	0.1893463038
821	0.1892863604
822	0.1892124939
823	0.1891694323
824	0.1890816252
825	0.1890407364
826	0.1889567776
827	0.1888101037
828	0.1887256647
829	0.1886679207
830	0.1886147722
831	0.1885270122
832	0.1884310254
833	0.1883368761
834	0.1881967338
835	0.1881499001
836	0.1880760958
837	0.1879421939
838	0.1877871242
839	0.1877075905
840	0.1874363674
841	0.1873528392
842	0.1872798841
843	0.1872097256
844	0.1871130465
845	0.187051391
846	0.1868995083
847	0.1867739352
848	0.1866443257
849	0.1865598788
850	0.1864673158
851	0.1863196049
852	0.1862630571
853	0.1861471636
854	0.1860727139
855	0.1858273662
856	0.185594123
857	0.1855528542
858	0.1852933307
859	0.1852061985
860	0.1850787528
861	0.1850158606
862	0.1848419386
863	0.1846920912
864	0.1845615184
865	0.18443266
866	0.1843760979
867	0.1843249621
868	0.1842066483
869	0.1840706353
870	0.1840347674
871	0.1839319368
872	0.1838092942
873	0.1837296504
874	0.1836667586
875	0.183633326
876	0.1835777366
877	0.1834528373
878	0.1834265696
879	0.1832624781
880	0.183168997
881	0.1830706413
882	0.1830037093
883	0.1828525227
884	0.1827963224
885	0.1826585123
886	0.1825747407
887	0.1824237211
888	0.1823319906
889	0.1822447827
890	0.1822042951
891	0.1821305716
892	0.1820178287
893	0.1819636193
894	0.1818546836
895	0.1817664772
896	0.1816646458
897	0.181548751
898	0.1814426913
899	0.1813315674
900	0.1811793177
901	0.1810547006
902	0.1809636373
903	0.1808597403
904	0.1807062998
905	0.1806131967
906	0.1805122882
907	0.1804627743
908	0.1803783764
909	0.180289651
910	0.1802041699
911	0.1800819962
912	0.1799895124
913	0.1798715348
914	0.179729356
915	0.1795949632
916	0.1794802167
917	0.1793661248
918	0.1792468097
919	0.1791196677
920	0.178996366
921	0.1789056579
922	0.1787746112
923	0.1787001043
924	0.1786194297
925	0.1784905087
926	0.1784326858
927	0.1783126506
928	0.1782154166
929	0.1781049663
930	0.1779670385
931	0.1778755825
932	0.177772833
933	0.1777020956
934	0.1776146994
935	0.1775747544
936	0.1775444965
937	0.1774813016
938	0.1773859807
939	0.1773107394
940	0.177283987
941	0.1771990905
942	0.1770966497
943	0.1770628187
944	0.1769633703
945	0.1768430409
946	0.1767122615
947	0.176638945
948	0.176565623
949	0.1764770498
950	0.1764039634
951	0.176342128
952	0.1762728472
953	0.1760817153
954	0.1760629539
955	0.1759330367
956	0.1758822404
957	0.1758552915
958	0.1758081019
959	0.1757230241
960	0.1755727787
961	0.1754948935
962	0.1754173329
963	0.1753788843
964	0.1753225637
965	0.1752261934
966	0.1751865336
967	0.1751236931
968	0.1750652388
969	0.1749385332
970	0.1748914895
971	0.174783212
972	0.1746366344
973	0.17452494
974	0.1744912304
975	0.1743786474
976	0.1742782394
977	0.1741313319
978	0.1740631541
979	0.1739318537
980	0.1738601458
981	0.1737894464
982	0.1736335021
983	0.173498492
984	0.1734204205
985	0.1733422782
986	0.173275144
987	0.1732414121
988	0.1730976736
989	0.1729831768
990	0.1728586763
991	0.1728167147
992	0.1727133133
993	0.1725985228
994	0.1724928682
995	0.1724760179
996	0.1723269848
997	0.1722317208
998	0.1721392157
999	0.172073632
